Order ID,Order Date,Customer ID,Product ID,Sales,Profit
US-2019-147627,2019-01-20,HL-15040,OFF-EN-10001539,23.34,10.9698
US-2019-148614,2019-01-20,MV-17485,OFF-PA-10002893,19.36,9.2928
US-2019-167927,2019-01-20,XP-21865,OFF-ST-10000760,13.98,4.0542
US-2019-167927,2019-01-20,XP-21865,OFF-ST-10003123,66.58,15.979199999999999
US-2019-147627,2019-01-20,HL-15040,TEC-PH-10001061,699.93,181.9818
US-2019-110422,2019-01-21,TB-21400,FUR-FU-10001889,25.248,4.102799999999999
CA-2019-115238,2019-01-21,JW-15220,FUR-FU-10001025,24.3,10.45
CA-2019-115238,2019-01-21,JW-15220,FUR-FU-10002445,9.48,3.79
CA-2019-115238,2019-01-21,JW-15220,FUR-FU-10002960,31.4,13.19
CA-2019-115238,2019-01-21,JW-15220,OFF-PA-10002689,6.48,3.11
CA-2019-115238,2019-01-21,JW-15220,TEC-PH-10001300,209.5,58.66
US-2019-146997,2019-01-23,SG-20605,OFF-FA-10003467,5.9399999999999995,0.0
US-2019-102645,2019-01-23,IM-15055,OFF-PA-10001804,40.08,19.2384
US-2019-167997,2019-01-26,CA-11965,FUR-BO-10004409,141.96,39.7488
US-2019-155502,2019-01-26,SD-20485,FUR-FU-10001847,12.419999999999998,4.4712
US-2019-155502,2019-01-26,SD-20485,FUR-FU-10004587,62.82000000000001,30.7818
US-2019-167997,2019-01-26,CA-11965,OFF-BI-10001758,10.68,5.0196
US-2019-155502,2019-01-26,SD-20485,OFF-PA-10000380,16.68,8.34
US-2019-155502,2019-01-26,SD-20485,OFF-PA-10003072,19.44,9.3312
US-2019-155502,2019-01-26,SD-20485,OFF-ST-10004337,489.92,0.0
US-2019-155502,2019-01-26,SD-20485,TEC-PH-10002103,187.98,52.6344
US-2019-155502,2019-01-26,SD-20485,TEC-PH-10004833,155.35,0.0
US-2019-117163,2019-01-27,EJ-13720,FUR-TA-10003469,333.0,-16.64999999999999
US-2019-117163,2019-01-27,EJ-13720,OFF-AR-10003179,36.44,12.025199999999998
US-2019-117163,2019-01-27,EJ-13720,OFF-ST-10003692,57.23,14.307499999999997
US-2019-100328,2019-01-28,JC-15340,OFF-BI-10000343,3.9280000000000004,1.3256999999999999
US-2019-134103,2019-01-30,MV-18190,OFF-PA-10001204,10.56,4.752
US-2019-134103,2019-01-30,MV-18190,OFF-ST-10000991,229.94,6.898200000000003
US-2019-115161,2019-01-31,LC-17050,FUR-BO-10003966,290.666,3.4195999999999884
US-2019-140795,2019-02-01,BD-11500,TEC-AC-10001432,468.90000000000003,206.31600000000006
US-2019-123400,2019-02-02,EB-13930,OFF-BI-10000666,18.336000000000002,-12.224
US-2019-139857,2019-02-02,CD-12790,OFF-FA-10001843,12.350000000000001,5.8045
US-2019-123400,2019-02-02,EB-13930,TEC-PH-10002890,180.96,13.571999999999996
US-2019-111059,2019-02-03,TB-21400,OFF-BI-10002827,13.272000000000002,4.3134
US-2019-111059,2019-02-03,TB-21400,OFF-BI-10004593,83.84,27.247999999999998
US-2019-104808,2019-02-04,MH-17440,OFF-BI-10003676,17.248,6.036799999999999
US-2019-107181,2019-02-04,DB-13270,OFF-BI-10004230,82.896,29.0136
US-2019-107181,2019-02-04,DB-13270,OFF-PA-10000350,34.24,16.0928
US-2019-108182,2019-02-06,DL-13315,OFF-BI-10001196,8.951999999999998,-14.770800000000001
US-2019-131905,2019-02-06,ND-18460,OFF-LA-10002787,15.0,7.199999999999999
US-2019-131905,2019-02-06,ND-18460,TEC-PH-10001615,144.95,42.035499999999985
US-2019-131905,2019-02-06,ND-18460,TEC-PH-10003645,161.61,42.018600000000006
US-2019-169390,2019-02-07,CS-12250,OFF-ST-10001558,64.96,9.744
US-2019-107755,2019-02-07,CK-12760,TEC-AC-10000710,115.36,49.60480000000001
US-2019-125759,2019-02-08,NM-18445,FUR-FU-10002111,14.56,5.5328
US-2019-168368,2019-02-11,GA-14725,FUR-CH-10001146,60.89,15.222499999999997
US-2019-168368,2019-02-11,GA-14725,FUR-FU-10002298,332.94,53.270399999999995
US-2019-127614,2019-02-11,NF-18385,FUR-TA-10003715,1256.22,75.37319999999994
US-2019-127614,2019-02-11,NF-18385,OFF-BI-10003291,17.46,8.206199999999999
US-2019-168368,2019-02-11,GA-14725,OFF-BI-10004654,51.900000000000006,24.393
US-2019-168368,2019-02-11,GA-14725,OFF-BI-10004728,9.64,4.4344
US-2019-168368,2019-02-11,GA-14725,OFF-LA-10004853,14.940000000000001,6.8724
US-2019-168368,2019-02-11,GA-14725,OFF-ST-10002583,64.96,2.598399999999998
US-2019-127614,2019-02-11,NF-18385,TEC-AC-10001432,234.45000000000002,103.15800000000003
US-2019-110674,2019-02-12,SC-20095,FUR-CH-10000225,129.568,-24.29400000000002
US-2019-121762,2019-02-14,ML-17395,OFF-AP-10001293,81.96,22.9488
US-2019-107706,2019-02-14,ST-20530,OFF-PA-10000466,16.176000000000002,6.065999999999999
US-2019-121762,2019-02-14,ML-17395,OFF-SU-10000157,238.62,4.772400000000005
US-2019-121762,2019-02-14,ML-17395,TEC-AC-10000736,239.96999999999997,86.38919999999999
US-2019-165568,2019-02-15,BF-11020,OFF-BI-10001031,21.36,7.209
US-2019-122567,2019-02-16,MN-17935,OFF-AP-10001303,7.959999999999997,-13.930000000000003
US-2019-122567,2019-02-16,MN-17935,OFF-BI-10002012,1.0799999999999998,-1.7280000000000002
US-2019-154165,2019-02-17,DL-13315,OFF-AR-10003631,54.208,8.808799999999998
US-2019-165589,2019-02-18,TB-21595,FUR-FU-10002396,25.16,-11.322
US-2019-152905,2019-02-18,AB-10015,OFF-ST-10000321,12.624,-2.524800000000002
US-2019-109491,2019-02-20,LC-16930,FUR-FU-10000221,20.32,6.908799999999999
US-2019-164903,2019-02-20,SR-20740,OFF-PA-10003363,12.96,6.2208000000000006
US-2019-109491,2019-02-20,LC-16930,TEC-AC-10001284,62.31,22.4316
US-2019-165540,2019-02-21,TM-21010,OFF-BI-10004094,8.849999999999998,-13.717499999999998
US-2019-133354,2019-02-22,SA-20830,OFF-PA-10001800,19.44,9.3312
US-2019-103744,2019-02-23,MG-17875,OFF-BI-10000320,4.427999999999999,-6.863399999999999
US-2019-103744,2019-02-23,MG-17875,OFF-LA-10004425,6.936000000000001,2.3409000000000004
US-2019-137680,2019-02-24,JH-15430,OFF-PA-10000069,22.776000000000003,7.6869
US-2019-137680,2019-02-24,JH-15430,OFF-PA-10000174,32.896,11.102399999999996
US-2019-156545,2019-02-27,JS-16030,OFF-AR-10003560,19.456000000000003,3.404799999999998
US-2019-113880,2019-03-01,VF-21715,FUR-CH-10000863,634.116,-172.11720000000003
US-2019-131009,2019-03-01,SC-20380,FUR-CH-10001270,362.24999999999994,0.0
US-2019-104269,2019-03-01,DB-13060,FUR-CH-10004063,457.56800000000004,51.47639999999994
US-2019-131009,2019-03-01,SC-20380,FUR-FU-10001095,63.55200000000001,-34.9536
US-2019-168312,2019-03-01,GW-14605,FUR-TA-10001866,376.50899999999996,-43.029600000000045
US-2019-131009,2019-03-01,SC-20380,OFF-FA-10004395,18.84,-3.5324999999999998
US-2019-113880,2019-03-01,VF-21715,OFF-PA-10003036,17.472,5.678399999999998
US-2019-131009,2019-03-01,SC-20380,OFF-ST-10001469,129.552,-22.671600000000005
US-2019-168312,2019-03-01,GW-14605,OFF-ST-10003692,137.352,8.584499999999991
US-2019-143707,2019-03-01,HR-14770,TEC-PH-10003655,5.9399999999999995,1.6038
US-2019-107524,2019-03-02,KN-16705,OFF-EN-10001990,11.36,5.339199999999999
US-2019-111157,2019-03-02,NH-18610,OFF-PA-10000327,3.4240000000000004,1.0699999999999996
US-2019-107524,2019-03-02,KN-16705,OFF-PA-10000587,36.4,17.472
US-2019-111157,2019-03-02,NH-18610,TEC-AC-10004353,151.20000000000002,32.13
US-2019-127978,2019-03-03,JS-15595,FUR-BO-10001972,302.45,-199.61700000000002
US-2019-105648,2019-03-03,EJ-14155,FUR-TA-10002958,626.3520000000001,-23.48820000000009
US-2019-130421,2019-03-03,SC-20020,OFF-AP-10002534,176.77199999999996,-459.60720000000003
US-2019-155852,2019-03-03,AJ-10945,OFF-AR-10003560,19.456000000000003,3.404799999999998
US-2019-127964,2019-03-03,AP-10720,OFF-BI-10003429,25.32,9.178500000000001
US-2019-127964,2019-03-03,AP-10720,OFF-BI-10004593,125.76,40.872
US-2019-127978,2019-03-03,JS-15595,OFF-LA-10000305,15.120000000000001,4.913999999999999
US-2019-127978,2019-03-03,JS-15595,OFF-ST-10002486,44.672000000000004,-10.051200000000003
US-2019-127964,2019-03-03,AP-10720,TEC-PH-10004700,9.99,4.5954
US-2019-117016,2019-03-04,SC-20095,OFF-AR-10001374,15.552000000000003,2.332799999999999
US-2019-116239,2019-03-04,CL-12565,OFF-ST-10001370,354.90000000000003,17.744999999999962
US-2019-169061,2019-03-05,AB-10150,OFF-AR-10000588,59.519999999999996,15.475200000000001
US-2019-169061,2019-03-05,AB-10150,OFF-BI-10001617,49.632000000000005,16.750799999999998
US-2019-169061,2019-03-05,AB-10150,OFF-PA-10001878,97.82,45.97539999999999
US-2019-169061,2019-03-05,AB-10150,OFF-SU-10000381,18.62,5.399799999999999
US-2019-169061,2019-03-05,AB-10150,TEC-AC-10002001,479.97,177.58890000000002
US-2019-104563,2019-03-07,CM-12715,FUR-CH-10002780,436.70400000000006,21.835199999999986
US-2019-156587,2019-03-07,AB-10015,FUR-CH-10004477,48.712,5.480099999999997
US-2019-104563,2019-03-07,CM-12715,FUR-CH-10004495,481.56800000000004,54.17639999999993
US-2019-104563,2019-03-07,CM-12715,OFF-AR-10000390,20.65,9.498999999999999
US-2019-156587,2019-03-07,AB-10015,OFF-AR-10001427,17.94,4.6644000000000005
US-2019-131982,2019-03-07,NP-18685,OFF-BI-10004224,107.64800000000001,33.639999999999986
US-2019-104563,2019-03-07,CM-12715,OFF-ST-10000934,204.89999999999998,0.0
US-2019-156587,2019-03-07,AB-10015,OFF-ST-10002344,242.94,4.858800000000016
US-2019-140116,2019-03-10,KT-16480,OFF-AR-10001044,83.168,9.356399999999994
US-2019-100279,2019-03-10,SW-20275,OFF-PA-10002259,22.38,10.7424
US-2019-140116,2019-03-10,KT-16480,OFF-ST-10000078,636.4080000000001,-15.910200000000088
US-2019-166884,2019-03-11,CK-12205,FUR-FU-10003981,8.32,2.2880000000000003
US-2019-114790,2019-03-11,FM-14215,OFF-AP-10002578,146.76,38.1576
US-2019-103338,2019-03-11,RB-19435,OFF-AR-10001770,7.98,2.0747999999999998
US-2019-166884,2019-03-11,CK-12205,OFF-FA-10001561,10.464000000000002,1.7003999999999992
US-2019-114790,2019-03-11,FM-14215,OFF-PA-10000213,14.940000000000001,7.021800000000001
US-2019-158337,2019-03-11,KA-16525,OFF-PA-10002137,108.92,49.013999999999996
US-2019-114790,2019-03-11,FM-14215,TEC-AC-10000710,32.96,14.172800000000002
US-2019-114790,2019-03-11,FM-14215,TEC-PH-10000984,587.97,164.63160000000005
CA-2019-139675,2019-03-13,NF-18595,FUR-CH-10004063,915.14,102.95
CA-2019-139675,2019-03-13,NF-18595,FUR-FU-10001979,327.76,91.77
US-2019-125521,2019-03-14,CK-12325,FUR-CH-10003379,1139.92,284.98
US-2019-157623,2019-03-14,DK-13225,OFF-AR-10003723,3.38,1.2506
US-2019-114510,2019-03-14,JF-15295,OFF-BI-10001617,33.088,11.1672
US-2019-114510,2019-03-14,JF-15295,OFF-BI-10003007,62.048,20.165599999999998
US-2019-100293,2019-03-14,NF-18475,OFF-PA-10000176,91.056,31.869599999999995
US-2019-157623,2019-03-14,DK-13225,OFF-PA-10001204,10.56,4.752
US-2019-152618,2019-03-14,RB-19465,OFF-PA-10001215,8.448,2.6399999999999997
US-2019-114510,2019-03-14,JF-15295,OFF-ST-10000736,80.98,3.2391999999999967
US-2019-114510,2019-03-14,JF-15295,OFF-ST-10003221,21.36,5.767200000000001
US-2019-114510,2019-03-14,JF-15295,TEC-AC-10004877,82.80000000000001,6.623999999999995
US-2019-152618,2019-03-14,RB-19465,TEC-MA-10003626,574.91,156.04699999999997
US-2019-149958,2019-03-15,AS-10240,FUR-FU-10001756,45.696,5.140799999999992
US-2019-149958,2019-03-15,AS-10240,OFF-BI-10000773,7.218,-5.533800000000001
US-2019-149958,2019-03-15,AS-10240,OFF-BI-10001543,43.18800000000001,-31.6712
US-2019-149958,2019-03-15,AS-10240,OFF-PA-10002120,131.904,47.815200000000004
US-2019-149958,2019-03-15,AS-10240,OFF-ST-10001490,142.776,17.84699999999998
US-2019-157609,2019-03-16,KN-16705,TEC-PH-10002415,471.92,29.49500000000002
US-2019-148838,2019-03-17,CP-12340,FUR-TA-10001950,1071.576,-553.6476
US-2019-148838,2019-03-17,CP-12340,FUR-TA-10003473,1579.746,-447.5946999999999
US-2019-148838,2019-03-17,CP-12340,FUR-TA-10004175,613.908,-122.78160000000003
US-2019-118339,2019-03-17,BN-11515,OFF-AP-10001154,93.78,36.574200000000005
US-2019-164763,2019-03-17,MH-17440,OFF-AP-10003971,32.67,8.494200000000001
US-2019-158442,2019-03-17,AZ-10750,OFF-AR-10003732,4.4479999999999995,0.3335999999999999
US-2019-118339,2019-03-17,BN-11515,OFF-AR-10003829,19.68,5.707199999999998
US-2019-118339,2019-03-17,BN-11515,OFF-BI-10000136,35.88,17.2224
US-2019-164763,2019-03-17,MH-17440,OFF-BI-10000309,30.44,14.9156
US-2019-164763,2019-03-17,MH-17440,OFF-BI-10000605,11.43,5.3721
US-2019-118339,2019-03-17,BN-11515,OFF-BI-10001758,53.4,25.098
US-2019-118339,2019-03-17,BN-11515,OFF-PA-10000466,47.18,23.59
US-2019-148838,2019-03-17,CP-12340,OFF-PA-10000919,155.04,75.9696
US-2019-158442,2019-03-17,AZ-10750,OFF-PA-10002195,5.184000000000001,1.8792
US-2019-158442,2019-03-17,AZ-10750,OFF-PA-10002365,15.552000000000003,5.4432
US-2019-148838,2019-03-17,CP-12340,OFF-PA-10002960,34.86,16.3842
US-2019-164763,2019-03-17,MH-17440,OFF-PA-10003063,16.0,7.68
US-2019-164763,2019-03-17,MH-17440,OFF-PA-10003349,12.96,6.3504000000000005
US-2019-127859,2019-03-17,QJ-19255,OFF-PA-10003641,126.624,41.15279999999999
US-2019-111871,2019-03-18,EK-13795,FUR-BO-10004218,1198.33,70.49000000000001
US-2019-145317,2019-03-18,SM-20320,FUR-FU-10001986,122.352,15.29399999999999
US-2019-145317,2019-03-18,SM-20320,FUR-FU-10004270,30.768,8.076600000000003
US-2019-131275,2019-03-18,SC-20050,FUR-FU-10004597,111.0,14.430000000000007
US-2019-145317,2019-03-18,SM-20320,OFF-AR-10003183,8.016,1.0019999999999993
US-2019-145317,2019-03-18,SM-20320,OFF-FA-10003112,18.936,5.917499999999999
US-2019-145317,2019-03-18,SM-20320,OFF-PA-10001804,21.376,7.481599999999999
US-2019-131275,2019-03-18,SC-20050,OFF-ST-10000078,1856.19,334.11419999999987
US-2019-131275,2019-03-18,SC-20050,TEC-MA-10001148,1279.968,415.98959999999994
US-2019-145317,2019-03-18,SM-20320,TEC-MA-10002412,22638.48,-1811.0784000000021
US-2019-145317,2019-03-18,SM-20320,TEC-MA-10003626,821.3,-16.426000000000045
US-2019-103989,2019-03-19,MC-17605,FUR-FU-10002508,20.016000000000002,5.504400000000001
US-2019-103989,2019-03-19,MC-17605,FUR-FU-10003981,4.992000000000001,1.3728000000000002
US-2019-103989,2019-03-19,MC-17605,OFF-BI-10001196,33.57,-25.737000000000002
US-2019-103989,2019-03-19,MC-17605,OFF-LA-10000443,11.808,3.9852
US-2019-103989,2019-03-19,MC-17605,OFF-ST-10000918,26.160000000000004,1.961999999999998
US-2019-103989,2019-03-19,MC-17605,TEC-AC-10002647,170.24,53.19999999999999
US-2019-103989,2019-03-19,MC-17605,TEC-PH-10004667,323.97600000000006,28.34789999999998
US-2019-155544,2019-03-21,GM-14440,FUR-CH-10000422,218.376,-10.918799999999983
US-2019-155544,2019-03-21,GM-14440,FUR-FU-10001473,32.952000000000005,6.590399999999999
US-2019-163223,2019-03-21,KH-16690,OFF-AR-10001573,9.32,2.702799999999999
US-2019-140004,2019-03-21,CB-12025,OFF-AR-10004027,6.048,1.5876000000000006
US-2019-140004,2019-03-21,CB-12025,OFF-AR-10004685,7.408,1.2037999999999995
US-2019-163223,2019-03-21,KH-16690,OFF-BI-10001597,122.94,59.01119999999999
US-2019-163223,2019-03-21,KH-16690,OFF-LA-10004409,14.399999999999999,6.623999999999999
US-2019-155544,2019-03-21,GM-14440,OFF-LA-10004544,59.20000000000001,22.199999999999996
US-2019-163223,2019-03-21,KH-16690,OFF-PA-10000675,122.97,60.255300000000005
US-2019-107405,2019-03-21,TS-21205,OFF-ST-10002301,16.272000000000002,-3.864600000000002
US-2019-163223,2019-03-21,KH-16690,TEC-PH-10000730,3499.9300000000003,909.9818000000002
US-2019-148040,2019-03-22,BF-11275,FUR-CH-10001482,314.352,-35.36460000000001
US-2019-129609,2019-03-22,VM-21835,OFF-AR-10003478,16.28,6.5120000000000005
US-2019-158057,2019-03-22,CC-12685,OFF-BI-10002735,51.46500000000002,-39.45649999999999
US-2019-158057,2019-03-22,CC-12685,OFF-BI-10004410,7.644000000000001,-5.8603999999999985
US-2019-148040,2019-03-22,BF-11275,OFF-PA-10002581,74.352,23.234999999999992
US-2019-164749,2019-03-23,BG-11740,OFF-LA-10004484,9.912,3.2213999999999996
US-2019-120838,2019-03-23,PO-18865,OFF-ST-10000585,330.4,85.904
US-2019-120838,2019-03-23,PO-18865,TEC-PH-10003484,604.752,37.797000000000025
US-2019-143637,2019-03-24,MS-17710,FUR-FU-10002813,40.48,14.572799999999997
US-2019-147235,2019-03-24,CD-11920,OFF-PA-10004948,24.900000000000002,11.703000000000001
US-2019-148586,2019-03-25,AZ-10750,FUR-CH-10002439,366.786,65.2064
US-2019-128237,2019-03-25,CA-12265,OFF-AR-10000034,25.44,9.9216
US-2019-128237,2019-03-25,CA-12265,OFF-AR-10003338,14.88,3.7200000000000006
US-2019-128237,2019-03-25,CA-12265,OFF-AR-10003829,6.56,1.9023999999999992
US-2019-128237,2019-03-25,CA-12265,TEC-AC-10002558,45.48,15.918
US-2019-141838,2019-03-26,DK-12835,OFF-AR-10004272,3.36,0.8399999999999999
US-2019-141838,2019-03-26,DK-12835,OFF-BI-10003291,27.936000000000003,9.428399999999996
US-2019-100860,2019-03-26,CS-12505,OFF-LA-10001982,18.75,9.0
US-2019-138436,2019-03-26,JD-15895,TEC-AC-10002323,66.30000000000001,8.619000000000003
US-2019-141838,2019-03-26,DK-12835,TEC-PH-10004100,28.784,2.878400000000001
US-2019-117380,2019-03-28,MP-18175,FUR-TA-10000198,330.588,-143.25480000000002
US-2019-137869,2019-03-28,CV-12295,FUR-TA-10003954,1184.72,106.62480000000005
US-2019-137869,2019-03-28,CV-12295,OFF-EN-10001509,6.12,2.8763999999999994
US-2019-100881,2019-03-28,DR-12940,TEC-PH-10003273,302.376,22.678200000000018
US-2019-137274,2019-03-29,MG-18145,FUR-TA-10001889,890.8409999999999,-152.7156
US-2019-131247,2019-03-30,GA-14725,FUR-BO-10001337,205.666,-12.097999999999999
US-2019-162089,2019-03-30,MP-17470,FUR-CH-10002304,127.30199999999999,-9.092999999999996
US-2019-105151,2019-03-30,SG-20890,OFF-AR-10001231,10.5,2.9400000000000004
US-2019-169033,2019-03-30,KM-16720,OFF-AR-10001915,49.65,20.853
US-2019-162089,2019-03-30,MP-17470,OFF-EN-10002230,335.72,113.3055
US-2019-133424,2019-03-30,Dl-13600,OFF-LA-10002312,44.400000000000006,22.200000000000003
US-2019-113124,2019-03-30,NC-18340,OFF-ST-10001511,129.3,6.464999999999989
US-2019-133424,2019-03-30,Dl-13600,OFF-ST-10002957,15.84,0.0
US-2019-162089,2019-03-30,MP-17470,TEC-PH-10001819,251.94400000000002,88.18039999999998
US-2019-130428,2019-03-31,TG-21640,FUR-CH-10002965,1125.4879999999998,98.48020000000008
US-2019-128055,2019-03-31,AA-10315,OFF-AP-10002765,52.98,14.834400000000002
US-2019-130428,2019-03-31,TG-21640,OFF-AR-10004027,4.032,1.0584000000000002
US-2019-101770,2019-03-31,KB-16240,OFF-BI-10001097,1.8690000000000004,-1.3082999999999996
US-2019-130428,2019-03-31,TG-21640,OFF-BI-10001636,12.645000000000001,-10.116
US-2019-104759,2019-03-31,DD-13570,OFF-BI-10002071,8.133999999999999,-13.827800000000003
US-2019-112403,2019-03-31,JO-15280,OFF-BI-10003529,0.8520000000000001,-0.5963999999999998
US-2019-128055,2019-03-31,AA-10315,OFF-BI-10004390,673.5680000000001,252.588
US-2019-104759,2019-03-31,DD-13570,TEC-AC-10004901,79.98400000000001,13.9972
US-2019-157021,2019-04-01,KM-16720,OFF-BI-10000042,17.088,5.553599999999999
US-2019-138359,2019-04-01,KH-16330,OFF-BI-10000145,6.24,3.0576
US-2019-157021,2019-04-01,KM-16720,OFF-LA-10002312,29.6,14.8
US-2019-138359,2019-04-01,KH-16330,OFF-ST-10000636,66.96,2.6783999999999963
US-2019-160276,2019-04-02,AH-10690,FUR-FU-10003192,177.68,46.196799999999996
US-2019-164315,2019-04-02,RD-19585,OFF-AP-10003842,154.9,40.274
US-2019-157847,2019-04-02,SC-20020,OFF-PA-10001593,33.48800000000001,10.464999999999998
US-2019-157847,2019-04-02,SC-20020,OFF-PA-10002986,26.720000000000002,9.352
US-2019-164315,2019-04-02,RD-19585,OFF-PA-10004248,15.84,7.128
US-2019-164315,2019-04-02,RD-19585,TEC-PH-10001128,1049.93,293.98040000000003
US-2019-112291,2019-04-03,KE-16420,OFF-EN-10001415,11.16,5.58
US-2019-112291,2019-04-03,KE-16420,TEC-AC-10000736,159.98,57.5928
US-2019-112291,2019-04-03,KE-16420,TEC-AC-10001284,62.31,22.4316
US-2019-133228,2019-04-04,MS-17710,FUR-FU-10004020,5.47,2.3521
US-2019-133228,2019-04-04,MS-17710,OFF-AR-10001955,79.36,23.807999999999993
US-2019-128685,2019-04-04,MZ-17515,OFF-BI-10004140,7.184000000000001,2.244999999999999
US-2019-105172,2019-04-04,PK-18910,OFF-LA-10001641,18.9,9.072
US-2019-149538,2019-04-04,KB-16585,OFF-PA-10002195,12.96,6.3504000000000005
US-2019-149538,2019-04-04,KB-16585,OFF-PA-10003797,19.44,9.3312
US-2019-149538,2019-04-04,KB-16585,OFF-ST-10004180,232.54999999999998,9.301999999999992
US-2019-149538,2019-04-04,KB-16585,TEC-AC-10002926,99.98,42.991400000000006
US-2019-102988,2019-04-05,GM-14695,OFF-AR-10000127,22.959999999999997,6.658399999999997
US-2019-149104,2019-04-05,RD-19900,OFF-AR-10002952,26.7,7.475999999999999
US-2019-149104,2019-04-05,RD-19900,OFF-AR-10004685,13.89,4.583699999999999
